simulation_id,location,altitude_m,dominant_heat_loss_component,secondary_heat_loss_component,wall_loss_kwh,roof_loss_kwh,floor_loss_kwh,glazing_loss_kwh,infiltration_loss_kwh,sky_loss_kwh,total_loss_kwh,wall_loss_pct,roof_loss_pct,floor_loss_pct,glazing_loss_pct,infiltration_loss_pct,sky_loss_pct,sum_loss_pct,recommended_intervention,intervention_reason,min_indoor_temperature_C,max_indoor_temperature_C,avg_indoor_temperature_C,comfort_hours,hours_below_18C
SIM_000984,Kargil,2676.0,FLOOR,WALL,6.824,2.531,24.067,1.074,2.898,0.094,37.488,18.2,6.75,64.2,2.86,7.73,0.25,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-20.36,-18.06,-19.11,0,24
SIM_000985,Leh,3500.0,FLOOR,INFILTRATION,2.358,1.721,20.173,1.926,10.37,0.133,36.681,6.43,4.69,55.0,5.25,28.27,0.36,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-13.42,-2.25,-7.0,0,24
SIM_000986,Dras,3280.0,FLOOR,INFILTRATION,3.402,0.83,8.533,1.279,6.46,0.082,20.586,16.53,4.03,41.45,6.21,31.38,0.4,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.79,-20.97,-23.22,0,24
SIM_000987,Siachen,5400.0,WALL,FLOOR,9.306,0.785,7.004,0.642,2.151,0.145,20.033,46.45,3.92,34.96,3.21,10.74,0.72,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-42.12,-40.37,-41.3,0,24
SIM_000988,Daulat Beg Oldie,5065.0,WALL,FLOOR,17.746,1.565,7.525,1.787,2.911,0.141,31.675,56.03,4.94,23.76,5.64,9.19,0.45,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-32.66,-28.71,-30.13,0,24
SIM_000989,Galwan,4300.0,WALL,FLOOR,11.849,1.254,6.025,1.071,2.049,0.103,22.352,53.01,5.61,26.96,4.79,9.17,0.46,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-26.06,-20.76,-23.24,0,24
SIM_000990,Hanle,4500.0,ROOF,WALL,6.018,11.33,5.981,1.318,0.879,1.562,27.088,22.22,41.83,22.08,4.87,3.25,5.76,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-18.53,-14.63,-16.25,0,24
SIM_000991,Nyoma,4180.0,FLOOR,INFILTRATION,1.165,2.22,10.361,1.702,2.677,0.072,18.197,6.4,12.2,56.94,9.35,14.71,0.4,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-18.28,-11.3,-14.12,0,24
SIM_000992,Chushul,4350.0,FLOOR,INFILTRATION,1.671,0.279,4.923,0.158,3.969,0.18,11.18,14.94,2.49,44.04,1.41,35.5,1.61,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-40.1,-33.49,-36.1,0,24
SIM_000993,Rezang La,5000.0,FLOOR,INFILTRATION,0.854,1.012,4.988,0.008,3.706,0.091,10.659,8.01,9.49,46.79,0.08,34.77,0.86,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.74,-23.12,-25.46,0,24
SIM_000994,Pangong,4250.0,ROOF,FLOOR,3.554,10.068,6.956,0.153,4.988,1.073,26.791,13.27,37.58,25.96,0.57,18.62,4.0,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-27.26,-19.29,-22.64,0,24
SIM_000995,Depsang,5330.0,FLOOR,INFILTRATION,2.168,0.718,7.544,1.084,2.251,0.079,13.843,15.66,5.19,54.49,7.83,16.26,0.57,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-42.93,-37.33,-39.8,0,24
SIM_000996,Kargil,2676.0,FLOOR,WALL,2.013,1.783,8.191,0.156,1.144,0.145,13.431,14.99,13.28,60.98,1.16,8.52,1.08,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-12.69,-10.23,-11.57,0,24
SIM_000997,Leh,3500.0,FLOOR,GLAZING,1.143,1.495,8.314,1.657,1.649,0.18,14.437,7.91,10.35,57.59,11.48,11.42,1.25,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.8,-7.3,-11.19,0,24
SIM_000998,Dras,3280.0,FLOOR,INFILTRATION,2.565,0.552,7.396,0.293,5.436,0.069,16.312,15.73,3.39,45.34,1.8,33.33,0.42,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-18.56,-13.19,-15.69,0,24
SIM_000999,Siachen,5400.0,ROOF,FLOOR,0.757,7.274,5.676,0.152,0.294,0.181,14.333,5.28,50.75,39.6,1.06,2.05,1.26,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-35.89,-28.22,-31.63,0,24
SIM_001000,Daulat Beg Oldie,5065.0,FLOOR,WALL,8.404,2.275,10.58,1.209,2.742,0.085,25.295,33.23,8.99,41.83,4.78,10.84,0.34,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-43.31,-38.67,-40.19,0,24
SIM_001001,Galwan,4300.0,FLOOR,INFILTRATION,0.855,1.016,3.395,0.43,1.029,0.112,6.836,12.51,14.86,49.66,6.29,15.05,1.63,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.24,-19.73,-21.93,0,24
SIM_001002,Hanle,4500.0,FLOOR,INFILTRATION,1.894,0.951,9.042,0.163,3.593,0.034,15.676,12.08,6.06,57.68,1.04,22.92,0.22,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.11,-20.81,-23.37,0,24
SIM_001003,Nyoma,4180.0,FLOOR,INFILTRATION,2.872,1.543,24.584,2.332,7.42,0.129,38.879,7.39,3.97,63.23,6.0,19.08,0.33,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.51,-20.63,-22.69,0,24
SIM_001004,Chushul,4350.0,FLOOR,ROOF,1.437,1.711,8.358,0.27,0.166,0.174,12.115,11.86,14.12,68.99,2.23,1.37,1.44,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.93,-18.13,-21.44,0,24
SIM_001005,Rezang La,5000.0,FLOOR,ROOF,1.213,6.386,7.818,0.094,1.445,0.18,17.136,7.08,37.27,45.62,0.55,8.43,1.05,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.98,-25.3,-28.31,0,24
SIM_001006,Pangong,4250.0,FLOOR,WALL,7.389,0.677,7.908,0.296,0.705,0.048,17.023,43.41,3.98,46.45,1.74,4.14,0.28,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-15.8,-12.62,-14.28,0,24
SIM_001007,Depsang,5330.0,FLOOR,INFILTRATION,2.133,0.66,3.695,0.113,3.077,0.004,9.682,22.03,6.82,38.16,1.16,31.78,0.04,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-36.58,-29.83,-33.21,0,24
SIM_001008,Kargil,2676.0,FLOOR,INFILTRATION,2.259,1.459,9.504,1.361,2.459,0.098,17.14,13.18,8.51,55.45,7.94,14.34,0.57,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.5,-21.56,-23.3,0,24
SIM_001009,Leh,3500.0,FLOOR,INFILTRATION,2.184,1.87,9.226,1.557,3.598,0.534,18.968,11.51,9.86,48.64,8.21,18.97,2.82,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-12.98,-8.37,-10.16,0,24
SIM_001010,Dras,3280.0,FLOOR,INFILTRATION,4.192,2.635,31.294,3.24,6.269,0.174,47.804,8.77,5.51,65.46,6.78,13.11,0.36,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.04,-18.35,-21.98,0,24
SIM_001011,Siachen,5400.0,FLOOR,WALL,2.623,0.611,6.848,0.659,2.513,0.138,13.391,19.58,4.56,51.14,4.92,18.76,1.03,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-47.31,-38.59,-41.69,0,24
SIM_001012,Daulat Beg Oldie,5065.0,FLOOR,ROOF,1.284,7.998,8.252,0.72,5.778,2.33,26.362,4.87,30.34,31.3,2.73,21.92,8.84,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-34.16,-27.6,-30.59,0,24
SIM_001013,Galwan,4300.0,FLOOR,INFILTRATION,3.925,1.597,4.912,0.101,4.842,0.018,15.395,25.49,10.38,31.91,0.65,31.45,0.12,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.02,-22.18,-24.44,0,24
SIM_001014,Hanle,4500.0,WALL,FLOOR,18.481,4.525,12.457,0.882,6.961,0.256,43.561,42.43,10.39,28.6,2.02,15.98,0.59,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-20.08,-11.92,-15.51,0,24
SIM_001015,Nyoma,4180.0,FLOOR,INFILTRATION,1.697,0.702,7.875,1.7,5.752,0.036,17.762,9.55,3.95,44.34,9.57,32.39,0.2,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-19.46,-13.31,-15.89,0,24
SIM_001016,Chushul,4350.0,FLOOR,ROOF,0.938,4.931,5.571,0.699,1.163,0.605,13.907,6.75,35.46,40.06,5.02,8.36,4.35,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-42.12,-31.81,-35.51,0,24
SIM_001017,Rezang La,5000.0,FLOOR,INFILTRATION,10.101,2.113,15.383,3.209,12.08,0.253,43.139,23.42,4.9,35.66,7.44,28.0,0.59,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.47,-22.36,-23.53,0,24
SIM_001018,Pangong,4250.0,FLOOR,INFILTRATION,2.425,2.047,9.083,0.15,8.56,0.183,22.448,10.8,9.12,40.46,0.67,38.13,0.81,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.69,-19.25,-21.85,0,24
SIM_001019,Depsang,5330.0,ROOF,WALL,5.48,7.357,4.383,0.513,2.412,0.981,21.126,25.94,34.83,20.74,2.43,11.42,4.64,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-45.75,-42.49,-43.67,0,24
SIM_001020,Kargil,2676.0,FLOOR,INFILTRATION,1.144,1.398,6.741,1.22,4.333,0.092,14.928,7.67,9.37,45.16,8.17,29.03,0.61,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.08,-8.54,-11.63,0,24
SIM_001021,Leh,3500.0,INFILTRATION,FLOOR,3.176,0.677,5.563,0.501,5.995,0.035,15.947,19.91,4.24,34.89,3.14,37.6,0.22,100.0,Perimeter weatherstripping and door draft seals,High air exchange rate is flushing interior thermal energy.,-15.06,-10.85,-12.76,0,24
SIM_001022,Dras,3280.0,ROOF,FLOOR,0.689,6.092,5.504,0.393,2.307,1.553,16.538,4.17,36.84,33.28,2.38,13.95,9.39,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-23.07,-16.16,-18.86,0,24
SIM_001023,Siachen,5400.0,FLOOR,INFILTRATION,1.822,1.621,8.572,0.778,5.41,0.265,18.468,9.87,8.77,46.42,4.21,29.3,1.43,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-34.43,-26.33,-29.69,0,24
SIM_001024,Daulat Beg Oldie,5065.0,FLOOR,ROOF,1.112,5.888,7.356,1.105,4.798,2.135,22.393,4.96,26.29,32.85,4.93,21.43,9.53,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-45.48,-39.55,-42.1,0,24
SIM_001025,Galwan,4300.0,FLOOR,ROOF,2.11,4.482,15.245,0.694,3.294,0.319,26.143,8.07,17.14,58.31,2.65,12.6,1.22,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.85,-13.87,-18.26,0,24
SIM_001026,Hanle,4500.0,FLOOR,ROOF,1.815,1.818,5.455,0.675,1.643,0.248,11.653,15.58,15.6,46.81,5.79,14.1,2.13,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.79,-22.39,-24.97,0,24
SIM_001027,Nyoma,4180.0,WALL,FLOOR,22.149,3.049,17.556,0.969,8.186,0.095,52.004,42.59,5.86,33.76,1.86,15.74,0.18,99.99,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-29.22,-23.94,-26.38,0,24
SIM_001028,Chushul,4350.0,FLOOR,INFILTRATION,1.246,0.86,4.134,0.122,3.509,0.088,9.959,12.52,8.64,41.51,1.23,35.23,0.88,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.99,-22.1,-23.98,0,24
SIM_001029,Rezang La,5000.0,ROOF,FLOOR,3.875,14.559,12.767,2.619,1.364,1.915,37.099,10.44,39.24,34.41,7.06,3.68,5.16,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-32.32,-23.34,-26.51,0,24
SIM_001030,Pangong,4250.0,FLOOR,INFILTRATION,2.47,2.835,25.85,0.121,3.381,0.103,34.76,7.1,8.16,74.37,0.35,9.73,0.3,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.25,-7.22,-11.54,0,24
SIM_001031,Depsang,5330.0,FLOOR,INFILTRATION,1.85,0.271,4.472,0.275,2.269,0.01,9.146,20.23,2.96,48.89,3.01,24.81,0.1,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-34.87,-28.11,-31.2,0,24
SIM_001032,Kargil,2676.0,ROOF,WALL,7.155,11.467,6.898,1.253,5.262,2.368,34.403,20.8,33.33,20.05,3.64,15.29,6.88,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-25.67,-22.81,-23.91,0,24
SIM_001033,Leh,3500.0,WALL,FLOOR,9.185,0.29,4.124,0.212,2.857,0.045,16.712,54.96,1.73,24.68,1.27,17.1,0.27,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-13.8,-5.97,-9.56,0,24
SIM_001034,Dras,3280.0,ROOF,FLOOR,2.975,16.039,12.605,0.5,4.434,2.8,39.353,7.56,40.76,32.03,1.27,11.27,7.12,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-27.79,-21.15,-24.36,0,24
SIM_001035,Siachen,5400.0,FLOOR,WALL,12.902,3.436,14.516,0.804,11.461,0.366,43.484,29.67,7.9,33.38,1.85,26.36,0.84,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-43.82,-38.88,-41.11,0,24
SIM_001036,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,2.062,1.502,12.762,0.996,2.793,0.123,20.239,10.19,7.42,63.06,4.92,13.8,0.61,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-31.49,-28.08,-29.57,0,24
SIM_001037,Galwan,4300.0,FLOOR,ROOF,0.983,9.365,13.42,2.322,4.779,1.036,31.905,3.08,29.35,42.06,7.28,14.98,3.25,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-31.16,-20.57,-24.75,0,24
SIM_001038,Hanle,4500.0,ROOF,FLOOR,1.972,17.506,13.888,1.426,0.54,3.024,38.356,5.14,45.64,36.21,3.72,1.41,7.88,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-16.59,-10.09,-12.89,0,24
SIM_001039,Nyoma,4180.0,FLOOR,WALL,2.401,0.651,15.827,0.659,1.498,0.073,21.109,11.37,3.08,74.98,3.12,7.1,0.35,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.54,-9.61,-13.02,0,24
SIM_001040,Chushul,4350.0,WALL,FLOOR,22.613,0.873,14.523,2.324,9.983,0.129,50.445,44.83,1.73,28.79,4.61,19.79,0.26,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-35.96,-30.58,-32.91,0,24
SIM_001041,Rezang La,5000.0,FLOOR,INFILTRATION,2.425,2.071,10.735,0.288,5.43,0.133,21.081,11.5,9.83,50.92,1.37,25.76,0.63,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.02,-21.18,-24.62,0,24
SIM_001042,Pangong,4250.0,FLOOR,WALL,1.942,0.403,7.161,0.079,0.96,0.09,10.636,18.26,3.79,67.33,0.75,9.02,0.85,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.35,-20.69,-22.59,0,24
SIM_001043,Depsang,5330.0,ROOF,WALL,10.283,12.949,7.857,3.365,0.543,0.954,35.95,28.6,36.02,21.85,9.36,1.51,2.65,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-45.96,-40.32,-42.23,0,24
SIM_001044,Kargil,2676.0,FLOOR,ROOF,1.994,2.826,4.023,0.748,1.83,1.589,13.01,15.33,21.72,30.92,5.75,14.07,12.21,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-15.18,-10.4,-12.47,0,24
SIM_001045,Leh,3500.0,FLOOR,WALL,1.535,1.012,5.117,0.881,1.248,0.115,9.908,15.5,10.21,51.64,8.9,12.6,1.16,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-13.0,-9.89,-11.2,0,24
SIM_001046,Dras,3280.0,FLOOR,INFILTRATION,2.055,1.301,12.483,0.165,7.37,0.075,23.45,8.76,5.55,53.23,0.7,31.43,0.32,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-19.9,-12.9,-16.49,0,24
SIM_001047,Siachen,5400.0,FLOOR,INFILTRATION,2.406,0.943,15.73,1.743,7.648,0.07,28.538,8.43,3.3,55.12,6.11,26.8,0.24,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-31.73,-24.63,-27.71,0,24
SIM_001048,Daulat Beg Oldie,5065.0,FLOOR,WALL,2.968,0.564,8.896,1.888,0.596,0.057,14.969,19.82,3.77,59.43,12.61,3.98,0.38,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-47.16,-36.47,-40.59,0,24
SIM_001049,Galwan,4300.0,FLOOR,INFILTRATION,2.443,1.851,9.383,1.282,6.197,0.483,21.64,11.29,8.55,43.36,5.93,28.64,2.23,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.88,-18.57,-20.85,0,24
SIM_001050,Hanle,4500.0,WALL,INFILTRATION,13.411,1.617,7.172,0.287,7.207,0.028,29.722,45.12,5.44,24.13,0.97,24.25,0.1,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-27.33,-21.72,-24.55,0,24
SIM_001051,Nyoma,4180.0,INFILTRATION,ROOF,3.956,7.748,7.34,1.599,7.817,2.257,30.717,12.88,25.22,23.9,5.21,25.45,7.35,100.01,Perimeter weatherstripping and door draft seals,High air exchange rate is flushing interior thermal energy.,-30.65,-24.59,-27.06,0,24
SIM_001052,Chushul,4350.0,FLOOR,INFILTRATION,1.022,2.446,7.639,0.522,4.924,0.133,16.685,6.13,14.66,45.78,3.13,29.51,0.8,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-30.61,-20.62,-25.36,0,24
SIM_001053,Rezang La,5000.0,FLOOR,INFILTRATION,2.832,2.477,23.209,1.741,5.74,0.06,36.058,7.85,6.87,64.36,4.83,15.92,0.17,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.04,-20.4,-22.14,0,24
SIM_001054,Pangong,4250.0,FLOOR,INFILTRATION,0.749,0.222,4.466,0.368,2.449,0.058,8.312,9.01,2.67,53.73,4.43,29.47,0.69,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-21.06,-11.58,-15.15,0,24
SIM_001055,Depsang,5330.0,FLOOR,INFILTRATION,1.488,0.766,9.13,0.868,6.077,0.054,18.382,8.09,4.17,49.67,4.72,33.06,0.29,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.47,-27.65,-29.86,0,24
SIM_001056,Kargil,2676.0,FLOOR,INFILTRATION,1.263,1.201,9.398,2.666,8.11,0.072,22.71,5.56,5.29,41.38,11.74,35.71,0.32,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.56,-18.81,-20.86,0,24
SIM_001057,Leh,3500.0,FLOOR,INFILTRATION,2.585,4.411,22.282,0.539,4.441,0.393,34.65,7.46,12.73,64.31,1.55,12.82,1.13,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-9.14,-3.84,-6.25,0,24
SIM_001058,Dras,3280.0,FLOOR,INFILTRATION,1.679,1.311,9.545,0.228,3.999,0.036,16.798,10.0,7.8,56.82,1.36,23.81,0.21,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-28.18,-22.08,-25.22,0,24
SIM_001059,Siachen,5400.0,FLOOR,ROOF,2.376,6.192,9.323,2.567,5.559,1.277,27.294,8.71,22.69,34.16,9.41,20.37,4.68,100.02,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-44.1,-38.15,-40.48,0,24
SIM_001060,Daulat Beg Oldie,5065.0,FLOOR,WALL,8.141,0.828,9.079,0.574,4.801,0.138,23.559,34.55,3.51,38.53,2.44,20.38,0.58,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.52,-27.93,-30.08,0,24
SIM_001061,Galwan,4300.0,FLOOR,ROOF,2.327,2.52,5.75,1.846,0.729,0.135,13.308,17.49,18.94,43.21,13.87,5.48,1.01,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.07,-22.87,-24.28,0,24
SIM_001062,Hanle,4500.0,FLOOR,INFILTRATION,1.162,0.834,8.919,0.78,4.676,0.064,16.435,7.07,5.08,54.27,4.75,28.45,0.39,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-17.76,-11.61,-14.37,0,24
SIM_001063,Nyoma,4180.0,FLOOR,INFILTRATION,1.962,1.056,15.464,1.407,10.137,0.135,30.161,6.51,3.5,51.27,4.67,33.61,0.45,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.2,-10.18,-12.76,0,24
SIM_001064,Chushul,4350.0,FLOOR,INFILTRATION,2.92,1.517,11.122,0.614,5.394,0.232,21.799,13.4,6.96,51.02,2.82,24.74,1.07,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-35.28,-30.01,-32.51,0,24
SIM_001065,Rezang La,5000.0,FLOOR,INFILTRATION,1.947,0.863,8.024,1.348,4.459,0.33,16.97,11.47,5.09,47.28,7.94,26.28,1.95,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-28.75,-24.56,-25.99,0,24
SIM_001066,Pangong,4250.0,FLOOR,INFILTRATION,0.974,0.546,8.26,1.598,5.304,0.206,16.888,5.77,3.23,48.91,9.46,31.41,1.22,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.1,-19.81,-22.39,0,24
SIM_001067,Depsang,5330.0,FLOOR,INFILTRATION,1.013,0.327,4.804,0.134,2.313,0.038,8.63,11.74,3.79,55.67,1.55,26.81,0.45,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-43.7,-38.8,-40.65,0,24
SIM_001068,Kargil,2676.0,FLOOR,INFILTRATION,1.56,1.982,5.55,0.158,2.876,0.081,12.207,12.78,16.24,45.46,1.29,23.56,0.66,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-15.77,-10.8,-12.98,0,24
SIM_001069,Leh,3500.0,FLOOR,ROOF,3.953,9.16,9.598,0.52,8.236,3.027,34.493,11.46,26.56,27.83,1.51,23.88,8.77,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-15.9,-7.98,-11.43,0,24
SIM_001070,Dras,3280.0,FLOOR,INFILTRATION,2.266,0.835,9.682,0.048,6.038,0.15,19.018,11.91,4.39,50.91,0.25,31.75,0.79,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-20.88,-13.4,-16.99,0,24
SIM_001071,Siachen,5400.0,FLOOR,WALL,5.618,2.175,30.318,0.427,3.026,0.055,41.619,13.5,5.23,72.85,1.03,7.27,0.13,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-30.54,-23.43,-26.9,0,24
SIM_001072,Daulat Beg Oldie,5065.0,ROOF,FLOOR,1.314,13.261,10.549,1.489,4.617,2.166,33.395,3.93,39.71,31.59,4.46,13.82,6.49,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-47.66,-37.77,-42.15,0,24
SIM_001073,Galwan,4300.0,FLOOR,ROOF,1.426,6.003,7.534,0.632,0.818,0.624,17.037,8.37,35.24,44.22,3.71,4.8,3.66,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.49,-18.92,-22.89,0,24
SIM_001074,Hanle,4500.0,WALL,FLOOR,6.544,0.519,6.541,0.078,3.267,0.177,17.126,38.21,3.03,38.19,0.46,19.07,1.04,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-25.16,-21.32,-23.26,0,24
SIM_001075,Nyoma,4180.0,FLOOR,INFILTRATION,0.749,2.463,8.561,0.412,5.378,0.11,17.673,4.24,13.94,48.44,2.33,30.43,0.62,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.7,-26.45,-28.83,0,24
SIM_001076,Chushul,4350.0,FLOOR,INFILTRATION,0.764,0.972,6.295,0.252,4.693,0.016,12.992,5.88,7.48,48.45,1.94,36.12,0.13,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.94,-21.24,-25.34,0,24
SIM_001077,Rezang La,5000.0,WALL,FLOOR,10.005,1.576,9.348,0.111,8.968,0.028,30.035,33.31,5.25,31.12,0.37,29.86,0.09,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-29.61,-26.53,-28.1,0,24
SIM_001078,Pangong,4250.0,ROOF,FLOOR,2.436,10.515,8.782,0.046,3.364,0.37,25.513,9.55,41.21,34.42,0.18,13.19,1.45,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-21.06,-12.8,-16.28,0,24
SIM_001079,Depsang,5330.0,FLOOR,INFILTRATION,4.834,0.607,8.53,0.629,5.777,0.058,20.434,23.66,2.97,41.74,3.08,28.27,0.28,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-34.48,-29.64,-31.91,0,24
SIM_001080,Kargil,2676.0,FLOOR,WALL,2.625,1.979,12.982,0.392,1.677,0.111,19.767,13.28,10.01,65.68,1.98,8.49,0.56,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-21.72,-18.62,-19.88,0,24
SIM_001081,Leh,3500.0,ROOF,FLOOR,2.241,16.023,9.688,0.41,4.369,3.239,35.969,6.23,44.55,26.93,1.14,12.15,9.01,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-12.67,-6.57,-9.39,0,24
SIM_001082,Dras,3280.0,ROOF,FLOOR,2.861,14.195,9.335,0.874,7.258,3.846,38.368,7.46,37.0,24.33,2.28,18.92,10.02,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-31.3,-22.46,-26.24,0,24
